scientific_name;Countries;Countries
Amazona rhodocorytha;('Iceland', 'ISL');1
Amazona rhodocorytha;('Indonesia', 'IDN');1
Amazona rhodocorytha;('Kenya', 'KEN');1
Amazona rhodocorytha;('Lebanon', 'LBN');1
Amazona rhodocorytha;('Malaysia', 'MYS');1
Amazona rhodocorytha;('Mongolia', 'MNG');1
Amazona rhodocorytha;('Papua New Guinea', 'PNG');1
Amazona rhodocorytha;('Peru', 'PER');1
Amazona rhodocorytha;('Tanzania, United Republic of', 'TZA');1
Amazona versicolor;('Saint Lucia', 'LCA');3
Amazona versicolor;('Indonesia', 'IDN');1
Amazona versicolor;('Philippines', 'PHL');1
Amazona versicolor;('Uganda', 'UGA');1
Amazona versicolor;('United States', 'USA');1
Amazona vinacea;('Brazil', 'BRA');2
Amazona vinacea;('United States', 'USA');2
Amazona vinacea;('Austria', 'AUT');1
Amazona vinacea;('Germany', 'DEU');1
Amazona vinacea;('Paraguay', 'PRY');1
Amazona vinacea;('Qatar', 'QAT');1
Amazona vinacea;('Spain', 'ESP');1
Amazona viridigenalis;('Mexico', 'MEX');13
Amazona viridigenalis;('United States', 'USA');12
Amazona viridigenalis;('Australia', 'AUS');3
Amazona viridigenalis;('China', 'CHN');2
Amazona viridigenalis;('Colombia', 'COL');2
Amazona viridigenalis;('Ecuador', 'ECU');2
Amazona viridigenalis;('Guinea', 'GIN');2
Amazona viridigenalis;('Peru', 'PER');2
Amazona viridigenalis;('Brazil', 'BRA');1
Amazona viridigenalis;('Canada', 'CAN');1
Amazona viridigenalis;('Guam', 'GUM');1
Amazona viridigenalis;('India', 'IND');1
Amazona viridigenalis;('Kenya', 'KEN');1
Amazona viridigenalis;('Macao', 'MAC');1
Amazona viridigenalis;('Madagascar', 'MDG');1
Amazona viridigenalis;('Mauritius', 'MUS');1
Amazona viridigenalis;('Puerto Rico', 'PRI');1
Amazona viridigenalis;('Tanzania, United Republic of', 'TZA');1
Amazona viridigenalis;('United Kingdom', 'GBR');1
Amazona vittata;('United States', 'USA');13
