scientific_name;Countries;mentions_country;article_cnt
Phocoena sinus;turkey;1;56
Phocoena sinus;vietnam;1;56
Phoebastria albatrus;japan;7;64
Phoebastria albatrus;canada;5;64
Phoebastria albatrus;new zealand;4;64
Phoebastria albatrus;china;3;64
Phoebastria albatrus;taiwan;3;64
Phoebastria albatrus;puerto rico;2;64
Phoebastria albatrus;united states;2;64
Phoebastria albatrus;australia;1;64
Phoebastria albatrus;chile;1;64
Phoebastria albatrus;costa rica;1;64
Phoebastria albatrus;cuba;1;64
Phoebastria albatrus;ecuador;1;64
Phoebastria albatrus;guam;1;64
Phoebastria albatrus;indonesia;1;64
Phoebastria albatrus;ireland;1;64
Phoebastria albatrus;madagascar;1;64
Phoebastria albatrus;mexico;1;64
Phoebastria albatrus;micronesia;1;64
Phoebastria albatrus;mongolia;1;64
Phoebastria albatrus;north korea;1;64
Phoebastria albatrus;norway;1;64
Phoebastria albatrus;russia;1;64
Phoebastria albatrus;south africa;1;64
Phoebastria albatrus;south korea;1;64
Phoebastria albatrus;sri lanka;1;64
Phoebastria albatrus;sweden;1;64
Phoebastria albatrus;thailand;1;64
Phoebastria albatrus;turkey;1;64
Phoebastria albatrus;ukraine;1;64
Phoebastria albatrus;yemen;1;64
Physeter macrocephalus;mexico;2;26
Physeter macrocephalus;norway;2;26
Physeter macrocephalus;philippines;2;26
Physeter macrocephalus;australia;1;26
Physeter macrocephalus;bahamas;1;26
Physeter macrocephalus;canada;1;26
Physeter macrocephalus;china;1;26
Physeter macrocephalus;denmark;1;26
Physeter macrocephalus;france;1;26
Physeter macrocephalus;greece;1;26
Physeter macrocephalus;indonesia;1;26
Physeter macrocephalus;maldives;1;26
Physeter macrocephalus;south korea;1;26
Physeter macrocephalus;spain;1;26
Physeter macrocephalus;switzerland;1;26
Picathartes gymnocephalus;ghana;4;6
Picathartes gymnocephalus;australia;2;6
Picathartes gymnocephalus;brazil;2;6
Picathartes gymnocephalus;china;2;6
Picathartes gymnocephalus;guinea;2;6
Picathartes gymnocephalus;ivory coast;2;6
Picathartes gymnocephalus;liberia;2;6
Picathartes gymnocephalus;zambia;2;6
Picathartes gymnocephalus;argentina;1;6
Picathartes gymnocephalus;canada;1;6
Picathartes gymnocephalus;ethiopia;1;6
Picathartes gymnocephalus;germany;1;6
Picathartes gymnocephalus;japan;1;6
Picathartes gymnocephalus;madagascar;1;6
Picathartes gymnocephalus;malaysia;1;6
Picathartes gymnocephalus;mexico;1;6
Picathartes gymnocephalus;morocco;1;6
Picathartes gymnocephalus;mozambique;1;6
Picathartes gymnocephalus;new zealand;1;6
Picathartes gymnocephalus;norway;1;6
Picathartes gymnocephalus;peru;1;6
Picathartes gymnocephalus;singapore;1;6
Picathartes gymnocephalus;uganda;1;6
Picathartes gymnocephalus;zimbabwe;1;6
Picathartes oreas;nigeria;3;4
Picathartes oreas;cameroon;2;4
Picathartes oreas;ghana;2;4
Picathartes oreas;equatorial guinea;1;4
Picathartes oreas;ivory coast;1;4
Piliocolobus kirkii;tanzania;10;15
Piliocolobus kirkii;uganda;5;15
Piliocolobus kirkii;china;3;15
Piliocolobus kirkii;india;3;15
Piliocolobus kirkii;nigeria;3;15
Piliocolobus kirkii;south africa;3;15
Piliocolobus kirkii;brazil;2;15
Piliocolobus kirkii;hong kong;2;15
Piliocolobus kirkii;laos;2;15
Piliocolobus kirkii;madagascar;2;15
Piliocolobus kirkii;malaysia;2;15
Piliocolobus kirkii;norway;2;15
Piliocolobus kirkii;oman;2;15
Piliocolobus kirkii;philippines;2;15
Piliocolobus kirkii;russia;2;15
Piliocolobus kirkii;rwanda;2;15
Piliocolobus kirkii;argentina;1;15
Piliocolobus kirkii;australia;1;15
Piliocolobus kirkii;bolivia;1;15
Piliocolobus kirkii;botswana;1;15
Piliocolobus kirkii;cameroon;1;15
Piliocolobus kirkii;chile;1;15
Piliocolobus kirkii;colombia;1;15
Piliocolobus kirkii;cuba;1;15
Piliocolobus kirkii;denmark;1;15
Piliocolobus kirkii;ecuador;1;15
Piliocolobus kirkii;eritrea;1;15
Piliocolobus kirkii;ethiopia;1;15
Piliocolobus kirkii;france;1;15
Piliocolobus kirkii;germany;1;15
Piliocolobus kirkii;ghana;1;15
Piliocolobus kirkii;greece;1;15
Piliocolobus kirkii;honduras;1;15
Piliocolobus kirkii;indonesia;1;15
Piliocolobus kirkii;iran;1;15
Piliocolobus kirkii;ireland;1;15
Piliocolobus kirkii;israel;1;15
Piliocolobus kirkii;italy;1;15
Piliocolobus kirkii;ivory coast;1;15
Piliocolobus kirkii;japan;1;15
Piliocolobus kirkii;jordan;1;15
Piliocolobus kirkii;kazakhstan;1;15
Piliocolobus kirkii;kenya;1;15
Piliocolobus kirkii;kosovo;1;15
Piliocolobus kirkii;mauritius;1;15
Piliocolobus kirkii;mongolia;1;15
Piliocolobus kirkii;morocco;1;15
Piliocolobus kirkii;nepal;1;15
Piliocolobus kirkii;new caledonia;1;15
Piliocolobus kirkii;peru;1;15
Piliocolobus kirkii;portugal;1;15
Piliocolobus kirkii;serbia;1;15
Piliocolobus kirkii;singapore;1;15
Piliocolobus kirkii;south korea;1;15
Piliocolobus kirkii;uruguay;1;15
Piliocolobus kirkii;vietnam;1;15
Piliocolobus kirkii;zimbabwe;1;15
Piliocolobus rufomitratus;kenya;3;4
Piliocolobus rufomitratus;china;2;4
Piliocolobus rufomitratus;indonesia;2;4
Piliocolobus rufomitratus;madagascar;2;4
Piliocolobus rufomitratus;vietnam;2;4
Piliocolobus rufomitratus;brazil;1;4
Piliocolobus rufomitratus;cameroon;1;4
Piliocolobus rufomitratus;colombia;1;4
Piliocolobus rufomitratus;france;1;4
Piliocolobus rufomitratus;guam;1;4
Piliocolobus rufomitratus;japan;1;4
Piliocolobus rufomitratus;mauritius;1;4
Piliocolobus rufomitratus;myanmar;1;4
Piliocolobus rufomitratus;nigeria;1;4
Piliocolobus rufomitratus;portugal;1;4
Piliocolobus rufomitratus;south africa;1;4
Piliocolobus rufomitratus;spain;1;4
Pionopsitta pileata;australia;19;33
Pionopsitta pileata;new zealand;4;33
Pionopsitta pileata;indonesia;3;33
Pionopsitta pileata;japan;3;33
Pionopsitta pileata;austria;1;33
Pionopsitta pileata;canada;1;33
Pionopsitta pileata;france;1;33
Pionopsitta pileata;india;1;33
Pionopsitta pileata;malaysia;1;33
Pionopsitta pileata;new caledonia;1;33
Pionopsitta pileata;papua new guinea;1;33
Pionopsitta pileata;singapore;1;33
Pionopsitta pileata;south africa;1;33
Pionopsitta pileata;sri lanka;1;33
Pionopsitta pileata;sweden;1;33
Pionopsitta pileata;thailand;1;33
Pionopsitta pileata;tonga;1;33
Pionopsitta pileata;united states;1;33
Pionopsitta pileata;vanuatu;1;33
Pipile jacutinga;argentina;1;2
Pipile jacutinga;barbados;1;2
Pipile jacutinga;brazil;1;2
Pipile jacutinga;cambodia;1;2
Pipile pipile;venezuela;2;5
Pipile pipile;australia;1;5
Pipile pipile;ethiopia;1;5
Pipile pipile;guyana;1;5
Pipile pipile;indonesia;1;5
Pipile pipile;kenya;1;5
Pipile pipile;malaysia;1;5
Pipile pipile;mozambique;1;5
Pipile pipile;tanzania;1;5
Pipile pipile;turkey;1;5
Pithecophaga jefferyi;philippines;21;40
Pithecophaga jefferyi;singapore;10;40
Pithecophaga jefferyi;china;8;40
Pithecophaga jefferyi;india;5;40
Pithecophaga jefferyi;indonesia;5;40
Pithecophaga jefferyi;vietnam;4;40
Pithecophaga jefferyi;brazil;3;40
Pithecophaga jefferyi;japan;3;40
Pithecophaga jefferyi;mexico;3;40
Pithecophaga jefferyi;argentina;2;40
Pithecophaga jefferyi;ecuador;2;40
Pithecophaga jefferyi;germany;2;40
Pithecophaga jefferyi;hong kong;2;40
Pithecophaga jefferyi;spain;2;40
Pithecophaga jefferyi;thailand;2;40
Pithecophaga jefferyi;albania;1;40
Pithecophaga jefferyi;bahamas;1;40
Pithecophaga jefferyi;bangladesh;1;40
Pithecophaga jefferyi;bhutan;1;40
Pithecophaga jefferyi;bolivia;1;40
Pithecophaga jefferyi;canada;1;40
Pithecophaga jefferyi;chile;1;40
Pithecophaga jefferyi;cook islands;1;40
Pithecophaga jefferyi;costa rica;1;40
Pithecophaga jefferyi;cuba;1;40
Pithecophaga jefferyi;egypt;1;40
Pithecophaga jefferyi;france;1;40
Pithecophaga jefferyi;honduras;1;40
Pithecophaga jefferyi;iceland;1;40
Pithecophaga jefferyi;malaysia;1;40
Pithecophaga jefferyi;myanmar;1;40
Pithecophaga jefferyi;nepal;1;40
Pithecophaga jefferyi;nigeria;1;40
Pithecophaga jefferyi;norway;1;40
Pithecophaga jefferyi;pakistan;1;40
Pithecophaga jefferyi;panama;1;40
Pithecophaga jefferyi;paraguay;1;40
Pithecophaga jefferyi;peru;1;40
Pithecophaga jefferyi;poland;1;40
Pithecophaga jefferyi;portugal;1;40
Pithecophaga jefferyi;russia;1;40
Pithecophaga jefferyi;turkey;1;40
Pithecophaga jefferyi;uruguay;1;40
Pitta gurneyi;thailand;7;10
Pitta gurneyi;myanmar;4;10
Pitta gurneyi;china;3;10
Pitta gurneyi;madagascar;2;10
Pitta gurneyi;brazil;1;10
Pitta gurneyi;cambodia;1;10
Pitta gurneyi;cuba;1;10
Pitta gurneyi;germany;1;10
Pitta gurneyi;india;1;10
Pitta gurneyi;indonesia;1;10
Pitta gurneyi;malaysia;1;10
Pitta gurneyi;malta;1;10
Pitta gurneyi;mexico;1;10
Pitta gurneyi;morocco;1;10
Pitta gurneyi;portugal;1;10
Pitta gurneyi;rwanda;1;10
Pitta gurneyi;spain;1;10
Pitta gurneyi;tanzania;1;10
Pitta gurneyi;vietnam;1;10
Pitta kochi;kenya;1;1
Pitta kochi;philippines;1;1
Platanista gangetica;india;66;110
Platanista gangetica;pakistan;32;110
Platanista gangetica;bangladesh;24;110
Platanista gangetica;china;21;110
Platanista gangetica;nepal;21;110
Platanista gangetica;russia;5;110
Platanista gangetica;japan;4;110
Platanista gangetica;australia;2;110
Platanista gangetica;indonesia;2;110
Platanista gangetica;malaysia;2;110
Platanista gangetica;maldives;2;110
Platanista gangetica;new zealand;2;110
Platanista gangetica;south africa;2;110
Platanista gangetica;spain;2;110
Platanista gangetica;austria;1;110
Platanista gangetica;bhutan;1;110
Platanista gangetica;botswana;1;110
Platanista gangetica;brazil;1;110
Platanista gangetica;cambodia;1;110
Platanista gangetica;france;1;110
Platanista gangetica;gabon;1;110
Platanista gangetica;germany;1;110
Platanista gangetica;hong kong;1;110
Platanista gangetica;kazakhstan;1;110
Platanista gangetica;laos;1;110
Platanista gangetica;lebanon;1;110
Platanista gangetica;madagascar;1;110
Platanista gangetica;mexico;1;110
Platanista gangetica;myanmar;1;110
Platanista gangetica;peru;1;110
Platanista gangetica;singapore;1;110
Platanista gangetica;sri lanka;1;110
Platanista gangetica;sweden;1;110
Platanista gangetica;tanzania;1;110
Platanista gangetica;thailand;1;110
Platanista gangetica;vietnam;1;110
Platysternon megacephalum;china;5;33
Platysternon megacephalum;madagascar;5;33
Platysternon megacephalum;myanmar;5;33
Platysternon megacephalum;brazil;4;33
Platysternon megacephalum;indonesia;3;33
Platysternon megacephalum;australia;2;33
Platysternon megacephalum;hong kong;2;33
Platysternon megacephalum;japan;2;33
Platysternon megacephalum;mexico;2;33
Platysternon megacephalum;thailand;2;33
Platysternon megacephalum;austria;1;33
Platysternon megacephalum;bangladesh;1;33
Platysternon megacephalum;bolivia;1;33
Platysternon megacephalum;cambodia;1;33
Platysternon megacephalum;canada;1;33
Platysternon megacephalum;colombia;1;33
Platysternon megacephalum;gabon;1;33
Platysternon megacephalum;germany;1;33
Platysternon megacephalum;india;1;33
Platysternon megacephalum;laos;1;33
Platysternon megacephalum;malaysia;1;33
Platysternon megacephalum;papua new guinea;1;33
Platysternon megacephalum;peru;1;33
Platysternon megacephalum;philippines;1;33
Platysternon megacephalum;united states;1;33
Platysternon megacephalum;venezuela;1;33
Platysternon megacephalum;vietnam;1;33
Plethobasus cooperianus;china;1;5
Plethobasus cooperianus;france;1;5
Plethobasus cooperianus;georgia;1;5
Plethobasus cooperianus;spain;1;5
Plethobasus cooperianus;sweden;1;5
Plethobasus cooperianus;united states;1;5
Podilymbus gigas;guatemala;1;1
Polyplectron napoleonis;philippines;5;8
Polyplectron napoleonis;australia;2;8
Polyplectron napoleonis;indonesia;2;8
Polyplectron napoleonis;bolivia;1;8
Polyplectron napoleonis;china;1;8
Polyplectron napoleonis;india;1;8
Polyplectron napoleonis;new caledonia;1;8
Polyplectron napoleonis;turkey;1;8
Pongo abelii;indonesia;26;43
Pongo abelii;malaysia;8;43
Pongo abelii;china;3;43
Pongo abelii;singapore;3;43
Pongo abelii;australia;2;43
Pongo abelii;norway;2;43
Pongo abelii;brazil;1;43
Pongo abelii;brunei;1;43
Pongo abelii;croatia;1;43
Pongo abelii;ecuador;1;43
Pongo abelii;france;1;43
Pongo abelii;india;1;43
Pongo abelii;italy;1;43
Pongo abelii;mexico;1;43
Pongo abelii;russia;1;43
Pongo abelii;serbia;1;43
Pongo abelii;spain;1;43
Pongo abelii;switzerland;1;43
Pongo abelii;taiwan;1;43
Pongo abelii;tanzania;1;43
Pongo abelii;uganda;1;43
Pongo pygmaeus;indonesia;40;79
Pongo pygmaeus;malaysia;12;79
Pongo pygmaeus;china;4;79
Pongo pygmaeus;germany;3;79
Pongo pygmaeus;india;3;79
Pongo pygmaeus;argentina;2;79
Pongo pygmaeus;brunei;2;79
Pongo pygmaeus;colombia;2;79
Pongo pygmaeus;japan;2;79
Pongo pygmaeus;kenya;2;79
Pongo pygmaeus;madagascar;2;79
Pongo pygmaeus;singapore;2;79
Pongo pygmaeus;spain;2;79
Pongo pygmaeus;taiwan;2;79
Pongo pygmaeus;thailand;2;79
Pongo pygmaeus;australia;1;79
Pongo pygmaeus;bolivia;1;79
Pongo pygmaeus;brazil;1;79
Pongo pygmaeus;ecuador;1;79
Pongo pygmaeus;france;1;79
Pongo pygmaeus;iceland;1;79
Pongo pygmaeus;new zealand;1;79
Pongo pygmaeus;saudi arabia;1;79
Pongo pygmaeus;sri lanka;1;79
Pongo pygmaeus;tanzania;1;79
Pongo pygmaeus;vietnam;1;79
Potamilus capax;afghanistan;1;1
Potamilus capax;iraq;1;1
Presbytis potenziani;australia;1;10
Presbytis potenziani;bangladesh;1;10
Presbytis potenziani;china;1;10
Presbytis potenziani;hong kong;1;10
Presbytis potenziani;india;1;10
Presbytis potenziani;indonesia;1;10
Presbytis potenziani;nigeria;1;10
Presbytis potenziani;pakistan;1;10
Presbytis potenziani;philippines;1;10
Presbytis potenziani;qatar;1;10
Presbytis potenziani;syria;1;10
Primolius maracana;bolivia;1;1
Priodontes maximus;brazil;17;37
Priodontes maximus;bolivia;6;37
Priodontes maximus;paraguay;6;37
Priodontes maximus;argentina;5;37
Priodontes maximus;australia;3;37
Priodontes maximus;canada;3;37
Priodontes maximus;china;3;37
Priodontes maximus;colombia;3;37
Priodontes maximus;georgia;3;37
Priodontes maximus;germany;3;37
Priodontes maximus;peru;3;37
Priodontes maximus;france;2;37
Priodontes maximus;new zealand;2;37
Priodontes maximus;united states;2;37
Priodontes maximus;belize;1;37
Priodontes maximus;bhutan;1;37
Priodontes maximus;botswana;1;37
Priodontes maximus;chile;1;37
Priodontes maximus;ecuador;1;37
Priodontes maximus;guyana;1;37
Priodontes maximus;india;1;37
Priodontes maximus;indonesia;1;37
Priodontes maximus;ireland;1;37
Priodontes maximus;malaysia;1;37
Priodontes maximus;nepal;1;37
Priodontes maximus;nicaragua;1;37
Priodontes maximus;panama;1;37
Priodontes maximus;taiwan;1;37
Priodontes maximus;venezuela;1;37
Prionailurus planiceps;malaysia;8;13
Prionailurus planiceps;indonesia;7;13
Prionailurus planiceps;thailand;7;13
Prionailurus planiceps;germany;4;13
Prionailurus planiceps;brunei;2;13
Prionailurus planiceps;argentina;1;13
Prionailurus planiceps;bolivia;1;13
Prionailurus planiceps;canada;1;13
Prionailurus planiceps;chile;1;13
Prionailurus planiceps;madagascar;1;13
Prionailurus planiceps;mexico;1;13
Prionailurus planiceps;peru;1;13
Prionailurus planiceps;spain;1;13
Prionailurus rubiginosus;india;13;31
Prionailurus rubiginosus;sri lanka;9;31
Prionailurus rubiginosus;nepal;2;31
Prionailurus rubiginosus;argentina;1;31
Prionailurus rubiginosus;chile;1;31
Prionodon pardicolor;india;2;3
Prionodon pardicolor;botswana;1;3
Prionodon pardicolor;cambodia;1;3
Prionodon pardicolor;china;1;3
Prionodon pardicolor;kenya;1;3
Prionodon pardicolor;laos;1;3
Prionodon pardicolor;madagascar;1;3
Prionodon pardicolor;myanmar;1;3
Prionodon pardicolor;south africa;1;3
Prionodon pardicolor;thailand;1;3
Prionodon pardicolor;vietnam;1;3
Pristis clavata;australia;1;1
Pristis microdon;australia;20;58
Pristis microdon;brazil;9;58
Pristis microdon;china;6;58
Pristis microdon;india;6;58
Pristis microdon;cambodia;4;58
Pristis microdon;hong kong;4;58
Pristis microdon;mexico;4;58
Pristis microdon;new zealand;4;58
Pristis microdon;bahamas;3;58
Pristis microdon;bangladesh;3;58
Pristis microdon;canada;3;58
Pristis microdon;costa rica;3;58
Pristis microdon;ecuador;3;58
Pristis microdon;vietnam;3;58
Pristis microdon;chile;2;58
Pristis microdon;indonesia;2;58
Pristis microdon;laos;2;58
Pristis microdon;netherlands;2;58
Pristis microdon;nicaragua;2;58
Pristis microdon;pakistan;2;58
Pristis microdon;south africa;2;58
Pristis microdon;thailand;2;58
Pristis microdon;angola;1;58
Pristis microdon;colombia;1;58
Pristis microdon;cuba;1;58
Pristis microdon;fiji;1;58
Pristis microdon;guatemala;1;58
Pristis microdon;guinea;1;58
Pristis microdon;honduras;1;58
Pristis microdon;malaysia;1;58
Pristis microdon;myanmar;1;58
Pristis microdon;nepal;1;58
Pristis microdon;papua new guinea;1;58
Pristis microdon;philippines;1;58
Pristis microdon;portugal;1;58
Pristis microdon;singapore;1;58
Pristis microdon;spain;1;58
Pristis microdon;sri lanka;1;58
Pristis microdon;venezuela;1;58
Pristis pectinata;australia;2;22
Pristis pectinata;cuba;2;22
Pristis pectinata;venezuela;2;22
Pristis pectinata;argentina;1;22
Pristis pectinata;bahamas;1;22
Pristis pectinata;brazil;1;22
Pristis pectinata;canada;1;22
Pristis pectinata;guinea;1;22
Pristis pectinata;honduras;1;22
Pristis pectinata;mexico;1;22
Pristis pectinata;pakistan;1;22
Pristis pectinata;papua new guinea;1;22
Pristis pectinata;solomon islands;1;22
Pristis pectinata;tanzania;1;22
Pristis pectinata;thailand;1;22
Pristis pectinata;united states;1;22
Pristis pristis;australia;2;4
Pristis pristis;philippines;2;4
Pristis pristis;china;1;4
Pristis pristis;germany;1;4
Pristis pristis;myanmar;1;4
Pristis pristis;singapore;1;4
Pristis pristis;south africa;1;4
Pristis pristis;thailand;1;4
Pristis pristis;vietnam;1;4
Pristis zijsron;australia;4;20
Pristis zijsron;canada;4;20
Pristis zijsron;india;2;20
Pristis zijsron;argentina;1;20
Pristis zijsron;bahamas;1;20
Pristis zijsron;brazil;1;20
Pristis zijsron;china;1;20
Pristis zijsron;madagascar;1;20
Pristis zijsron;mexico;1;20
Pristis zijsron;myanmar;1;20
Pristis zijsron;new zealand;1;20
Pristis zijsron;papua new guinea;1;20
Pristis zijsron;thailand;1;20
Probarbus jullieni;cambodia;2;4
Probarbus jullieni;china;2;4
Probarbus jullieni;myanmar;2;4
Probarbus jullieni;thailand;2;4
Probarbus jullieni;vietnam;2;4
Probarbus jullieni;australia;1;4
Probarbus jullieni;laos;1;4
Probarbus jullieni;philippines;1;4
Probosciger aterrimus;australia;19;37
Probosciger aterrimus;china;7;37
Probosciger aterrimus;indonesia;5;37
Probosciger aterrimus;germany;4;37
Probosciger aterrimus;papua new guinea;4;37
Probosciger aterrimus;brazil;3;37
Probosciger aterrimus;france;3;37
Probosciger aterrimus;india;3;37
Probosciger aterrimus;kenya;3;37
Probosciger aterrimus;russia;3;37
Probosciger aterrimus;thailand;3;37
Probosciger aterrimus;belgium;2;37
Probosciger aterrimus;colombia;2;37
Probosciger aterrimus;italy;2;37
Probosciger aterrimus;japan;2;37
Probosciger aterrimus;lebanon;2;37
Probosciger aterrimus;malaysia;2;37
Probosciger aterrimus;new zealand;2;37
Probosciger aterrimus;philippines;2;37
Probosciger aterrimus;singapore;2;37
Probosciger aterrimus;south korea;2;37
Probosciger aterrimus;spain;2;37
Probosciger aterrimus;taiwan;2;37
Probosciger aterrimus;vatican;2;37
Probosciger aterrimus;austria;1;37
Probosciger aterrimus;costa rica;1;37
Probosciger aterrimus;georgia;1;37
Probosciger aterrimus;hungary;1;37
Probosciger aterrimus;ireland;1;37
Probosciger aterrimus;israel;1;37
Probosciger aterrimus;mexico;1;37
Probosciger aterrimus;poland;1;37
Probosciger aterrimus;solomon islands;1;37
Probosciger aterrimus;south africa;1;37
Prolemur simus;madagascar;21;24
Prolemur simus;brazil;5;24
Prolemur simus;india;4;24
Prolemur simus;indonesia;4;24
Prolemur simus;china;3;24
Prolemur simus;russia;3;24
Prolemur simus;south africa;3;24
Prolemur simus;vietnam;3;24
Prolemur simus;malaysia;2;24
Prolemur simus;myanmar;2;24
Prolemur simus;thailand;2;24
Prolemur simus;uganda;2;24
Prolemur simus;australia;1;24
Prolemur simus;belgium;1;24
Prolemur simus;belize;1;24
Prolemur simus;bhutan;1;24
Prolemur simus;brunei;1;24
Prolemur simus;cambodia;1;24
Prolemur simus;canada;1;24
Prolemur simus;chile;1;24
Prolemur simus;costa rica;1;24
Prolemur simus;ethiopia;1;24
Prolemur simus;finland;1;24
Prolemur simus;gabon;1;24
Prolemur simus;japan;1;24
Prolemur simus;kazakhstan;1;24
Prolemur simus;kenya;1;24
Prolemur simus;laos;1;24
Prolemur simus;mauritius;1;24
Prolemur simus;mexico;1;24
Prolemur simus;nepal;1;24
Prolemur simus;netherlands;1;24
Prolemur simus;new zealand;1;24
Prolemur simus;philippines;1;24
Prolemur simus;rwanda;1;24
Prolemur simus;singapore;1;24
Prolemur simus;suriname;1;24
Prolemur simus;taiwan;1;24
Prolemur simus;venezuela;1;24
Propithecus coquereli;madagascar;22;41
Propithecus coquereli;south africa;6;41
Propithecus coquereli;kenya;5;41
Propithecus coquereli;china;4;41
Propithecus coquereli;russia;4;41
Propithecus coquereli;zimbabwe;4;41
Propithecus coquereli;india;3;41
Propithecus coquereli;japan;3;41
Propithecus coquereli;tanzania;3;41
Propithecus coquereli;uganda;3;41
Propithecus coquereli;brazil;2;41
Propithecus coquereli;canada;2;41
Propithecus coquereli;gabon;2;41
Propithecus coquereli;germany;2;41
Propithecus coquereli;malaysia;2;41
Propithecus coquereli;mexico;2;41
Propithecus coquereli;namibia;2;41
Propithecus coquereli;poland;2;41
Propithecus coquereli;portugal;2;41
Propithecus coquereli;spain;2;41
Propithecus coquereli;sudan;2;41
Propithecus coquereli;aruba;1;41
Propithecus coquereli;australia;1;41
Propithecus coquereli;botswana;1;41
Propithecus coquereli;cameroon;1;41
Propithecus coquereli;central african republic;1;41
Propithecus coquereli;costa rica;1;41
Propithecus coquereli;equatorial guinea;1;41
Propithecus coquereli;ethiopia;1;41
Propithecus coquereli;georgia;1;41
Propithecus coquereli;indonesia;1;41
Propithecus coquereli;iran;1;41
Propithecus coquereli;kazakhstan;1;41
Propithecus coquereli;mauritius;1;41
Propithecus coquereli;moldova;1;41
Propithecus coquereli;mongolia;1;41
Propithecus coquereli;mozambique;1;41
Propithecus coquereli;myanmar;1;41
Propithecus coquereli;new zealand;1;41
Propithecus coquereli;panama;1;41
Propithecus coquereli;philippines;1;41
Propithecus coquereli;rwanda;1;41
Propithecus coquereli;south sudan;1;41
Propithecus coquereli;sweden;1;41
Propithecus coquereli;turkmenistan;1;41
Propithecus coquereli;ukraine;1;41
Propithecus coquereli;united states;1;41
Propithecus coquereli;uzbekistan;1;41
Propithecus coquereli;vietnam;1;41
Propithecus coquereli;zambia;1;41
Propithecus deckenii;madagascar;2;2
Propithecus deckenii;australia;1;2
Propithecus deckenii;china;1;2
Propithecus diadema;madagascar;13;15
Propithecus diadema;brazil;3;15
Propithecus diadema;chad;2;15
Propithecus diadema;china;2;15
Propithecus diadema;hong kong;2;15
Propithecus diadema;singapore;2;15
Propithecus diadema;bulgaria;1;15
Propithecus diadema;cameroon;1;15
Propithecus diadema;ghana;1;15
Propithecus diadema;greece;1;15
Propithecus diadema;iceland;1;15
Propithecus diadema;india;1;15
Propithecus diadema;indonesia;1;15
Propithecus diadema;ireland;1;15
Propithecus diadema;italy;1;15
Propithecus diadema;japan;1;15
Propithecus diadema;liberia;1;15
Propithecus diadema;luxembourg;1;15
Propithecus diadema;mali;1;15
Propithecus diadema;mexico;1;15
Propithecus diadema;norway;1;15
Propithecus diadema;qatar;1;15
Propithecus diadema;south africa;1;15
Propithecus diadema;spain;1;15
Propithecus diadema;sweden;1;15
Propithecus edwardsi;madagascar;1;1
Propithecus verreauxi;madagascar;10;16
Propithecus verreauxi;australia;2;16
Propithecus verreauxi;brazil;2;16
Propithecus verreauxi;china;2;16
Propithecus verreauxi;germany;2;16
Propithecus verreauxi;india;2;16
Propithecus verreauxi;japan;2;16
Propithecus verreauxi;new zealand;2;16
Propithecus verreauxi;south africa;2;16
Propithecus verreauxi;austria;1;16
Propithecus verreauxi;bangladesh;1;16
Propithecus verreauxi;colombia;1;16
Propithecus verreauxi;costa rica;1;16
Propithecus verreauxi;ecuador;1;16
Propithecus verreauxi;ethiopia;1;16
Propithecus verreauxi;france;1;16
Propithecus verreauxi;gabon;1;16
Propithecus verreauxi;indonesia;1;16
Propithecus verreauxi;kenya;1;16
Propithecus verreauxi;malaysia;1;16
Propithecus verreauxi;myanmar;1;16
Propithecus verreauxi;namibia;1;16
Propithecus verreauxi;netherlands;1;16
Propithecus verreauxi;new caledonia;1;16
Propithecus verreauxi;russia;1;16
Propithecus verreauxi;spain;1;16
Propithecus verreauxi;sri lanka;1;16
Propithecus verreauxi;thailand;1;16
Propithecus verreauxi;uganda;1;16
Propithecus verreauxi;united states;1;16
Propithecus verreauxi;venezuela;1;16
Psammobates geometricus;south africa;12;20
Psammobates geometricus;australia;2;20
Psammobates geometricus;china;2;20
Psammobates geometricus;indonesia;2;20
Psammobates geometricus;namibia;2;20
Psammobates geometricus;bangladesh;1;20
Psammobates geometricus;germany;1;20
Psammobates geometricus;greenland;1;20
Psammobates geometricus;iceland;1;20
Psammobates geometricus;madagascar;1;20
Psammobates geometricus;mexico;1;20
Psammobates geometricus;myanmar;1;20
Psammobates geometricus;nepal;1;20
Psammobates geometricus;norway;1;20
Psammobates geometricus;russia;1;20
Psammobates geometricus;vietnam;1;20
Psephotus chrysopterygius;australia;10;15
Psephotus chrysopterygius;canada;1;15
Psephotus chrysopterygius;germany;1;15
Psephotus chrysopterygius;ireland;1;15
Psephotus chrysopterygius;new zealand;1;15
Psephotus dissimilis;belarus;1;2
Psephotus dissimilis;costa rica;1;2
Psephotus dissimilis;france;1;2
Psephotus dissimilis;greece;1;2
Psephotus dissimilis;hungary;1;2
Psephotus dissimilis;romania;1;2
Psephotus dissimilis;russia;1;2
Psephotus pulcherrimus;australia;8;9
Psephotus pulcherrimus;bhutan;1;9
Psephotus pulcherrimus;ecuador;1;9
Psephotus pulcherrimus;egypt;1;9
Psephotus pulcherrimus;mauritius;1;9
Psephotus pulcherrimus;new zealand;1;9
Psephotus pulcherrimus;palau;1;9
Psephotus pulcherrimus;papua new guinea;1;9
Psephotus pulcherrimus;solomon islands;1;9
Psephotus pulcherrimus;uruguay;1;9
Pseudemydura umbrina;australia;21;42
Pseudemydura umbrina;new zealand;4;42
Pseudemydura umbrina;singapore;3;42
Pseudemydura umbrina;belgium;2;42
