Id;Kingdom;Phylum;Class;Order;Family;Genus;Species;Subspecies;Scientific Name;Author;Rank;Listing;Party;Listed under;Full note;# Full note;All_DistributionFullNames;All_DistributionISOCodes;NativeDistributionFullNames;Introduced_Distribution;Introduced(?)_Distribution;Reintroduced_Distribution;Extinct_Distribution;Extinct(?)_Distribution;Distribution_Uncertain
17408;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;javanicum;;Paphiopedilum javanicum;(Reinw. ex Lindl.) Pfitzer;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia,Malaysia;ID,MY;Indonesia,Malaysia;;;;;;
61633;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;kimballianum;;Paphiopedilum kimballianum;(Rchb.f.) Rolfe 1896;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia;MY;Malaysia;;;;;;
19045;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;kolopakingii;;Paphiopedilum kolopakingii;Fowlie;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
26326;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;lawrenceanum;;Paphiopedilum lawrenceanum;(Rchb.f.) Pfitzer;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Brunei Darussalam,Malaysia;BN,MY;Malaysia;;;;;;Brunei Darussalam
98393;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;leeanum;;Paphiopedilum leeanum;O.Gruss (2015);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Myanmar;MM;Myanmar;;;;;;
65124;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;leucochilum;;Paphiopedilum leucochilum;(Rolfe) Fowlie;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Thailand;TH;Thailand;;;;;;
23903;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;liemianum;;Paphiopedilum liemianum;(Fowlie) K.Karas. & K.Saito;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
98372;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;littleanum;;Paphiopedilum littleanum;(auct.) Rolfe (1896);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia;MY;Malaysia;;;;;;
17944;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;lowii;;Paphiopedilum lowii;(Lindl.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia,Malaysia;ID,MY;Indonesia,Malaysia;;;;;;
98394;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;lunatum;;Paphiopedilum lunatum;Metusala (2017);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
98373;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;lushuiense;;Paphiopedilum lushuiense;Z.J.Liu & S.C.Chen (2009);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China;CN;China;;;;;;
21463;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;malipoense;;Paphiopedilum malipoense; S.C.Chen & Z.H.Tsi;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China,Viet Nam;CN,VN;China,Viet Nam;;;;;;
20569;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;mastersianum;;Paphiopedilum mastersianum;(Rchb.f.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
98410;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;mattesii;;Paphiopedilum mattesii;Pittenauer ex Roeth & O.Gruss (1996);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia;MY;Malaysia;;;;;;
16891;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;micranthum;;Paphiopedilum micranthum; Tang & F.T.Wang;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China,Viet Nam;CN,VN;China,Viet Nam;;;;;;
65125;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;moquetteanum;;Paphiopedilum moquetteanum;;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
98362;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;myanmaricum;;Paphiopedilum myanmaricum;Koop., Iamwir. & S.Laohap. (2017);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Myanmar;MM;Myanmar;;;;;;
98359;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;nataschae;;Paphiopedilum nataschae;Braem (2015);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
98377;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;nitens;;Paphiopedilum nitens;(Rchb.f.) Stein (1892);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China;CN;China;;;;;;
15243;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;niveum;;Paphiopedilum niveum;(Rchb.f.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia,Thailand;MY,TH;Malaysia,Thailand;;;;;;
98407;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;notatisepalum;;Paphiopedilum notatisepalum;Z.J.Liu, Meina Wang & S.R.Lan (2017);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China;CN;China;;;;;;
16333;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;ooii;;Paphiopedilum ooii;Koop, 1999;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia;MY;Malaysia;;;;;;
98371;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;papilio-laoticus;;Paphiopedilum papilio-laoticus;Schuit., Luang Aphay & Lio (2018);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Lao People's Democratic Republic;LA;Lao People's Democratic Republic;;;;;;
14745;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;papuanum;;Paphiopedilum papuanum;(Ridl.) Ridl.;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia,Papua New Guinea;ID,PG;Indonesia,Papua New Guinea;;;;;;
17042;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;parishii;;Paphiopedilum parishii;(Rchb.f.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China,India,Lao People's Democratic Republic,Myanmar,Thailand;CN,IN,LA,MM,TH;China,India,Lao People's Democratic Republic,Myanmar,Thailand;;;;;;
98376;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;parnatanum;;Paphiopedilum parnatanum;Cavestro (1999);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Philippines;PH;Philippines;;;;;;
98374;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;petchleungianum;;Paphiopedilum petchleungianum;O.Gruss (2001);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China;CN;China;;;;;;
15386;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;philippinense;;Paphiopedilum philippinense;(Rchb.f.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia,Philippines;MY,PH;Malaysia,Philippines;;;;;;
98367;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;platyphyllum;;Paphiopedilum platyphyllum;T.Yukawa (2001);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Malaysia;MY;Malaysia;;;;;;
98357;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;polystigmaticum;;Paphiopedilum polystigmaticum;(Rchb.f.) Stein (1892);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";India;IN;India;;;;;;
98378;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;powellii;;Paphiopedilum powellii;Christenson (1996);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Thailand;TH;Thailand;;;;;;
98368;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;pradhanii;;Paphiopedilum pradhanii;Pradhan (1979);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";India;IN;India;;;;;;
48568;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;praestans;;Paphiopedilum praestans;(Rchb.f.) Pfitzer 1894;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia,Papua New Guinea;ID,PG;Indonesia,Papua New Guinea;;;;;;
15395;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;primulinum;;Paphiopedilum primulinum; M.W.Wood & P.Taylor;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
16257;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;purpuratum;;Paphiopedilum purpuratum;(Lindl.) Stein;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China,Hong Kong, SAR,Viet Nam;CN,HK,VN;China,Hong Kong, SAR,Viet Nam;;;;;;
98365;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;qingyongii;;Paphiopedilum qingyongii;Z.J.Liu & L.J.Chen (2010);SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";China;CN;China;;;;;;
16716;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;randsii;;Paphiopedilum randsii;Fowlie;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Philippines;PH;Philippines;;;;;;
98502;Plantae;;;Orchidales;Orchidaceae;Paphiopedilum;richardianum;;Paphiopedilum richardianum;Asher & Beaman;SPECIES;I;"";Paphiopedilum spp.;"**I** [GENUS listing Paphiopedilum spp.] Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP18), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.";"";Indonesia;ID;Indonesia;;;;;;
